SensorID: 5417,
Firmware Version: 1.4.8,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
12-11,8:34:3,47,46,13.31,13,30,
12-11,8:34:4,46,46,13.31,13,30,
12-11,8:34:5,44,45,13.3,13,30,
12-11,8:34:6,47,46,13.3,13,30,
12-11,8:34:7,46,46,13.31,13,30,
12-11,8:34:8,45,46,13.31,13,30,
12-11,8:34:9,44,45,13.31,13,30,
12-11,8:34:10,45,45,13.31,13,30,
12-11,8:34:11,46,45,13.32,13,30,
12-11,8:34:12,46,45,13.32,13,30,
12-11,8:34:13,46,45,13.32,13,30,
12-11,8:34:14,45,46,13.32,13,30,
12-11,8:34:15,45,46,13.32,13,30,
12-11,8:34:16,44,45,13.32,13,30,
12-11,8:34:17,46,45,13.32,13,30,
12-11,8:34:18,45,45,13.32,13,30,
12-11,8:34:19,43,45,13.32,13,30,
12-11,8:34:20,46,45,13.32,13,30,
12-11,8:34:21,45,45,13.33,13,30,
12-11,8:34:22,44,45,13.33,13,30,
12-11,8:34:23,45,44,13.32,13,30,
12-11,8:34:24,45,45,13.34,13,30,
12-11,8:34:25,44,45,13.33,13,30,
12-11,8:34:26,46,45,13.33,13,30,
12-11,8:34:27,47,46,13.33,13,30,
12-11,8:34:28,47,46,13.34,13,30,
12-11,8:34:29,45,46,13.33,13,30,
12-11,8:34:30,48,47,13.33,13,30,
12-11,8:34:31,47,47,13.33,13,30,
12-11,8:34:32,43,46,13.32,13,30,
12-11,8:34:33,47,46,13.33,13,30,
12-11,8:34:34,45,46,13.33,13,30,
12-11,8:34:35,47,46,13.33,13,30,
12-11,8:34:36,46,46,13.33,13,30,
12-11,8:34:37,49,47,13.34,13,30,
12-11,8:34:38,51,48,13.34,13,30,
12-11,8:34:39,48,48,13.34,13,30,
12-11,8:34:40,50,49,13.33,13,30,
12-11,8:34:41,48,49,13.32,13,30,
12-11,8:34:42,49,49,13.32,13,30,
12-11,8:34:43,48,49,13.31,13,30,
12-11,8:34:44,49,49,13.31,13,30,
12-11,8:34:45,52,49,13.31,13,30,
12-11,8:34:46,50,50,13.31,13,30,
12-11,8:34:47,56,51,13.31,13,30,
12-11,8:34:48,53,52,13.3,13,30,
12-11,8:34:49,57,54,13.3,13,30,
12-11,8:34:50,52,54,13.29,13,30,
12-11,8:34:51,54,54,13.28,13,30,
12-11,8:34:52,51,53,13.28,13,30,
12-11,8:34:53,51,53,13.28,13,30,
12-11,8:34:54,51,52,13.29,13,30,
12-11,8:34:55,50,51,13.29,13,30,
12-11,8:34:56,50,50,13.3,13,30,
12-11,8:34:57,52,51,13.31,13,30,
12-11,8:34:58,49,51,13.31,13,30,
12-11,8:34:59,52,51,13.31,13,30,
12-11,8:35:0,51,51,13.31,13,30,
12-11,8:35:1,50,51,13.3,13,30,
12-11,8:35:2,50,50,13.29,13,30,
12-11,8:35:3,49,50,13.3,13,30,
12-11,8:35:4,47,49,13.29,13,30,
12-11,8:35:5,46,48,13.3,13,30,
12-11,8:35:6,49,48,13.3,13,30,
12-11,8:35:7,49,48,13.31,13,30,
12-11,8:35:8,49,48,13.31,13,30,
12-11,8:35:9,51,49,13.32,13,30,
12-11,8:35:10,50,50,13.32,13,30,
12-11,8:35:11,47,49,13.31,13,30,
12-11,8:35:12,45,49,13.31,13,30,
12-11,8:35:13,46,48,13.32,13,30,
12-11,8:35:14,47,47,13.32,13,30,
12-11,8:35:15,47,46,13.33,13,30,
12-11,8:35:16,47,46,13.33,13,30,
12-11,8:35:17,46,47,13.33,13,30,
12-11,8:35:18,46,47,13.33,13,30,
12-11,8:35:19,44,46,13.32,13,30,
12-11,8:35:20,41,45,13.33,13,30,
12-11,8:35:21,40,44,13.33,13,30,
12-11,8:35:22,41,43,13.34,13,30,
12-11,8:35:23,41,42,13.34,13,30,
12-11,8:35:24,42,41,13.34,13,30,
12-11,8:35:25,42,41,13.34,13,30,
12-11,8:35:26,43,42,13.34,13,30,
12-11,8:35:27,41,42,13.34,13,30,
12-11,8:35:28,40,42,13.34,13,30,
12-11,8:35:29,40,41,13.34,13,30,
12-11,8:35:30,37,40,13.35,13,30,
12-11,8:35:31,38,39,13.35,13,30,
12-11,8:35:32,39,39,13.35,13,30,
12-11,8:35:33,40,39,13.36,13,30,
12-11,8:35:34,38,38,13.35,13,30,
12-11,8:35:35,40,39,13.36,13,30,
12-11,8:35:36,40,40,13.36,13,30,
12-11,8:35:37,39,39,13.36,13,30,
12-11,8:35:38,40,39,13.36,13,30,
12-11,8:35:39,39,40,13.36,13,30,
12-11,8:35:40,38,39,13.36,13,30,
12-11,8:35:41,41,39,13.35,13,30,
12-11,8:35:42,42,40,13.35,13,30,
12-11,8:35:43,42,40,13.35,13,30,
12-11,8:35:44,44,41,13.34,13,30,
12-11,8:35:45,44,42,13.34,13,30,
12-11,8:35:46,44,43,13.34,13,30,
12-11,8:35:47,41,43,13.34,13,30,
12-11,8:35:48,45,44,13.34,13,30,
12-11,8:35:49,44,44,13.34,13,30,
12-11,8:35:50,45,44,13.34,13,30,
12-11,8:35:51,48,45,13.34,13,30,
12-11,8:35:52,47,46,13.34,13,30,
12-11,8:35:53,44,46,13.33,13,30,
12-11,8:35:54,45,46,13.34,13,30,
12-11,8:35:55,47,46,13.34,13,30,
12-11,8:35:56,46,46,13.34,13,30,
12-11,8:35:57,47,46,13.34,13,30,
12-11,8:35:58,48,47,13.34,13,30,
12-11,8:35:59,47,47,13.34,13,30,
12-11,8:36:0,48,47,13.33,13,30,
12-11,8:36:1,50,48,13.33,13,30,
12-11,8:36:2,49,48,13.32,13,30,
12-11,8:36:3,46,48,13.33,13,30,
12-11,8:36:4,47,48,13.32,13,30,
12-11,8:36:5,47,48,13.32,13,30,
12-11,8:36:6,46,47,13.31,13,30,
12-11,8:36:7,48,47,13.31,13,30,
12-11,8:36:8,49,47,13.32,13,30,
12-11,8:36:9,47,47,13.32,13,30,
12-11,8:36:10,46,47,13.32,13,30,
12-11,8:36:11,48,48,13.33,13,30,
12-11,8:36:12,47,48,13.33,13,30,
12-11,8:36:13,45,47,13.32,13,30,
12-11,8:36:14,46,47,13.31,13,30,
12-11,8:36:15,48,47,13.32,13,30,
12-11,8:36:16,46,46,13.31,13,30,
12-11,8:36:17,47,46,13.31,13,30,
12-11,8:36:18,48,47,13.33,13,30,
12-11,8:36:19,46,47,13.33,13,30,
12-11,8:36:20,47,47,13.33,13,30,
12-11,8:36:21,48,47,13.33,13,30,
12-11,8:36:22,46,47,13.33,13,30,
12-11,8:36:23,46,47,13.32,13,30,
12-11,8:36:24,47,47,13.32,13,30,
12-11,8:36:25,46,47,13.32,13,30,
12-11,8:36:26,45,46,13.32,13,30,
12-11,8:36:27,46,46,13.32,13,30,
12-11,8:36:28,47,46,13.33,13,30,
12-11,8:36:29,45,46,13.33,13,30,
12-11,8:36:30,46,46,13.33,13,30,
12-11,8:36:31,46,46,13.33,13,30,
12-11,8:36:32,46,46,13.33,13,30,
12-11,8:36:33,47,46,13.33,13,30,
12-11,8:36:34,46,46,13.33,13,30,
12-11,8:36:35,47,46,13.33,13,30,
12-11,8:36:36,45,46,13.32,13,30,
12-11,8:36:37,47,46,13.32,13,30,
12-11,8:36:38,45,46,13.32,13,30,
12-11,8:36:39,46,46,13.32,13,30,
12-11,8:36:40,45,46,13.32,13,30,
12-11,8:36:41,48,46,13.32,13,30,
12-11,8:36:42,47,46,13.32,13,30,
12-11,8:36:43,48,47,13.32,13,30,
12-11,8:36:44,49,47,13.32,13,30,
12-11,8:36:45,48,48,13.33,13,30,
12-11,8:36:46,47,48,13.33,13,30,
12-11,8:36:47,48,48,13.34,13,30,
12-11,8:36:48,49,48,13.34,13,30,
12-11,8:36:49,48,48,13.34,13,30,
12-11,8:36:50,48,48,13.34,13,30,
12-11,8:36:51,48,48,13.34,13,30,
12-11,8:36:52,46,48,13.34,13,30,
12-11,8:36:53,47,48,13.34,13,30,
12-11,8:36:54,47,47,13.33,13,30,
12-11,8:36:55,47,47,13.33,13,30,
12-11,8:36:56,48,47,13.32,13,30,
12-11,8:36:57,48,47,13.32,13,30,
12-11,8:36:58,46,47,13.31,13,30,
12-11,8:36:59,46,47,13.31,13,30,
12-11,8:37:0,47,47,13.31,13,30,
12-11,8:37:1,46,47,13.32,13,30,
12-11,8:37:2,47,47,13.33,13,30,
12-11,8:37:3,47,47,13.34,13,30,
12-11,8:37:4,49,47,13.34,13,30,
12-11,8:37:5,50,48,13.34,13,30,
12-11,8:37:6,54,49,13.33,13,30,
12-11,8:37:7,55,51,13.33,13,30,
12-11,8:37:8,54,52,13.32,13,30,
12-11,8:37:9,53,53,13.31,13,30,
12-11,8:37:10,53,54,13.31,13,30,
12-11,8:37:11,53,54,13.31,13,30,
12-11,8:37:12,53,53,13.31,13,30,
12-11,8:37:13,54,53,13.32,13,30,
12-11,8:37:14,54,53,13.32,13,30,
12-11,8:37:15,54,54,13.31,13,30,
12-11,8:37:16,54,54,13.31,13,30,
12-11,8:37:17,52,54,13.31,13,30,
12-11,8:37:18,52,53,13.3,13,30,
12-11,8:37:19,53,53,13.3,13,30,
12-11,8:37:20,52,53,13.3,13,30,
12-11,8:37:21,54,53,13.3,13,30,
12-11,8:37:22,53,53,13.3,13,30,
12-11,8:37:23,53,53,13.29,13,30,
12-11,8:37:24,53,53,13.29,13,30,
12-11,8:37:25,52,53,13.29,13,30,
12-11,8:37:26,51,52,13.28,13,30,
12-11,8:37:27,51,52,13.28,13,30,
12-11,8:37:28,52,52,13.29,13,30,
12-11,8:37:29,52,51,13.3,13,30,
12-11,8:37:30,52,52,13.31,13,30,
12-11,8:37:31,52,52,13.32,13,30,
12-11,8:37:32,52,52,13.33,13,30,
12-11,8:37:33,52,52,13.33,13,30,
12-11,8:37:34,52,52,13.31,13,30,
12-11,8:37:35,52,52,13.31,13,30,
12-11,8:37:36,53,52,13.3,13,30,
12-11,8:37:37,54,53,13.3,13,30,
12-11,8:37:38,54,53,13.3,13,30,
12-11,8:37:39,56,54,13.31,13,30,
12-11,8:37:40,53,54,13.31,13,30,
12-11,8:37:41,56,54,13.3,13,30,
12-11,8:37:42,51,54,13.3,13,30,
12-11,8:37:43,51,53,13.29,13,30,
12-11,8:37:44,51,52,13.29,13,30,
12-11,8:37:45,51,52,13.3,13,30,
12-11,8:37:46,51,51,13.3,13,30,
12-11,8:37:47,51,51,13.3,13,30,
12-11,8:37:48,50,51,13.31,13,30,
12-11,8:37:49,49,50,13.31,13,30,
12-11,8:37:50,50,50,13.31,13,30,
12-11,8:37:51,49,50,13.31,13,30,
12-11,8:37:52,48,49,13.31,13,30,
12-11,8:37:53,49,49,13.32,13,30,
12-11,8:37:54,50,49,13.32,13,30,
12-11,8:37:55,50,49,13.31,13,30,
12-11,8:37:56,49,49,13.31,13,30,
12-11,8:37:57,50,50,13.31,13,30,
12-11,8:37:58,46,49,13.3,13,30,
12-11,8:37:59,46,48,13.3,13,30,
12-11,8:38:0,48,48,13.29,13,30,
12-11,8:38:1,48,48,13.28,13,30,
12-11,8:38:2,49,47,13.28,13,30,
12-11,8:38:3,51,48,13.28,13,30,
12-11,8:38:4,51,49,13.28,13,30,
12-11,8:38:5,51,50,13.29,13,30,
12-11,8:38:6,53,51,13.29,13,30,
12-11,8:38:7,54,52,13.29,13,30,
12-11,8:38:8,54,52,13.28,13,30,
12-11,8:38:9,54,53,13.28,13,30,
12-11,8:38:10,54,54,13.27,13,30,
12-11,8:38:11,55,54,13.27,13,30,
12-11,8:38:12,57,55,13.26,13,30,
12-11,8:38:13,57,55,13.27,13,30,
12-11,8:38:14,56,56,13.27,13,30,
12-11,8:38:15,55,56,13.27,13,30,
12-11,8:38:16,56,56,13.27,13,30,
12-11,8:38:17,56,56,13.27,13,30,
12-11,8:38:18,55,56,13.27,13,30,
12-11,8:38:19,55,55,13.27,13,30,
12-11,8:38:20,55,55,13.27,13,30,
12-11,8:38:21,58,56,13.26,13,30,
12-11,8:38:22,58,56,13.26,13,30,
12-11,8:38:23,58,57,13.25,13,30,
12-11,8:38:24,58,57,13.25,13,30,
12-11,8:38:25,57,58,13.25,13,30,
12-11,8:38:26,55,57,13.25,13,30,
12-11,8:38:27,57,57,13.25,13,30,
12-11,8:38:28,57,57,13.26,13,30,
12-11,8:38:29,55,56,13.27,13,30,
12-11,8:38:30,56,56,13.27,13,30,
12-11,8:38:31,55,56,13.28,13,30,
12-11,8:38:32,54,55,13.27,13,30,
12-11,8:38:33,54,55,13.27,13,30,
12-11,8:38:34,53,54,13.27,13,30,
12-11,8:38:35,54,54,13.27,13,30,
12-11,8:38:36,52,53,13.26,13,30,
12-11,8:38:37,52,53,13.26,13,30,
12-11,8:38:38,55,53,13.26,13,30,
12-11,8:38:39,54,53,13.26,13,30,
12-11,8:38:40,55,54,13.26,13,30,
12-11,8:38:41,55,54,13.27,13,30,
12-11,8:38:42,54,55,13.27,13,30,
12-11,8:38:43,52,54,13.27,13,30,
12-11,8:38:44,53,54,13.27,13,30,
12-11,8:38:45,57,54,13.27,13,30,
12-11,8:38:46,53,54,13.27,13,30,
12-11,8:38:47,52,53,13.26,13,30,
12-11,8:38:48,51,53,13.27,13,30,
12-11,8:38:49,52,53,13.27,13,30,
12-11,8:38:50,51,52,13.28,13,30,
12-11,8:38:51,52,52,13.28,13,30,
12-11,8:38:52,58,53,13.28,13,30,
12-11,8:38:53,54,54,13.26,13,30,
12-11,8:38:54,54,54,13.25,13,30,
12-11,8:38:55,55,55,13.25,13,30,
12-11,8:38:56,57,56,13.25,13,30,
12-11,8:38:57,55,55,13.26,13,30,
12-11,8:38:58,55,55,13.27,13,30,
12-11,8:38:59,52,55,13.28,13,30,
12-11,8:39:0,53,54,13.29,13,30,
12-11,8:39:1,53,54,13.28,13,30,
12-11,8:39:2,52,53,13.28,13,30,
12-11,8:39:3,53,52,13.27,13,30,
12-11,8:39:4,53,53,13.27,13,30,
12-11,8:39:5,52,53,13.25,13,30,
12-11,8:39:6,52,52,13.25,13,30,
12-11,8:39:7,52,52,13.25,13,30,
12-11,8:39:8,51,52,13.25,13,30,
12-11,8:39:9,50,51,13.25,13,30,
12-11,8:39:10,51,51,13.26,13,30,
12-11,8:39:11,52,51,13.26,13,30,
12-11,8:39:12,52,51,13.26,13,30,
12-11,8:39:13,52,51,13.26,13,30,
12-11,8:39:14,52,52,13.26,13,30,
12-11,8:39:15,52,52,13.26,13,30,
12-11,8:39:16,53,52,13.26,13,30,
12-11,8:39:17,53,52,13.26,13,30,
12-11,8:39:18,53,52,13.26,13,30,
12-11,8:39:19,54,53,13.26,13,30,
12-11,8:39:20,53,53,13.26,13,30,
12-11,8:39:21,54,53,13.27,13,30,
12-11,8:39:22,54,54,13.28,13,30,
12-11,8:39:23,53,54,13.28,13,30,
12-11,8:39:24,55,54,13.29,13,30,
12-11,8:39:25,54,54,13.29,13,30,
12-11,8:39:26,54,54,13.29,13,30,
12-11,8:39:27,57,55,13.28,13,30,
12-11,8:39:28,57,55,13.28,13,30,
12-11,8:39:29,57,56,13.28,13,30,
12-11,8:39:30,58,57,13.28,13,30,
12-11,8:39:31,56,57,13.27,13,30,
12-11,8:39:32,57,57,13.27,13,30,
12-11,8:39:33,58,57,13.26,13,30,
12-11,8:39:34,54,57,13.26,13,30,
12-11,8:39:35,54,56,13.26,13,30,
12-11,8:39:36,55,56,13.26,13,30,
12-11,8:39:37,56,55,13.26,13,30,
12-11,8:39:38,56,55,13.26,13,30,
12-11,8:39:39,54,55,13.26,13,30,
12-11,8:39:40,56,55,13.27,13,30,
12-11,8:39:41,56,56,13.27,13,30,
12-11,8:39:42,57,56,13.28,13,30,
12-11,8:39:43,57,56,13.29,13,30,
12-11,8:39:44,59,57,13.28,13,30,
12-11,8:39:45,56,57,13.27,13,30,
12-11,8:39:46,52,56,13.28,13,30,
12-11,8:39:47,50,55,13.29,13,30,
12-11,8:39:48,46,53,13.29,13,30,
12-11,8:39:49,46,50,13.3,13,30,
12-11,8:39:50,44,48,13.32,13,30,
12-11,8:39:51,44,46,13.32,13,30,
12-11,8:39:52,44,45,13.32,13,30,
12-11,8:39:53,43,44,13.33,13,30,
12-11,8:39:54,43,44,13.33,13,30,
12-11,8:39:55,44,44,13.34,13,30,
12-11,8:39:56,41,43,13.33,13,30,
12-11,8:39:57,42,43,13.34,13,30,
12-11,8:39:58,35,41,13.33,13,30,
12-11,8:39:59,37,40,13.33,13,30,
12-11,8:40:0,36,38,13.34,13,30,
12-11,8:40:1,33,37,13.35,13,30,
12-11,8:40:2,32,35,13.34,13,30,
12-11,8:40:3,34,34,13.35,13,30,
12-11,8:40:4,35,34,13.35,13,30,
12-11,8:40:5,32,33,13.34,13,30,
12-11,8:40:6,30,32,13.34,13,30,
12-11,8:40:7,29,32,13.35,13,30,
12-11,8:40:8,29,31,13.35,13,30,
12-11,8:40:9,29,30,13.36,13,30,
12-11,8:40:10,28,29,13.36,13,30,
12-11,8:40:11,29,29,13.37,13,30,
12-11,8:40:12,28,29,13.37,13,30,
12-11,8:40:13,30,29,13.38,13,30,
12-11,8:40:14,29,29,13.38,13,30,
12-11,8:40:15,27,29,13.38,13,30,
12-11,8:40:16,25,28,13.38,13,30,
12-11,8:40:17,26,27,13.39,13,30,
12-11,8:40:18,25,26,13.39,13,30,
12-11,8:40:19,23,25,13.38,13,30,
12-11,8:40:20,25,25,13.38,13,30,
12-11,8:40:21,24,24,13.38,13,30,
12-11,8:40:22,27,24,13.39,13,30,
12-11,8:40:23,24,24,13.38,13,30,
12-11,8:40:24,24,25,13.38,13,30,
12-11,8:40:25,25,25,13.38,13,30,
12-11,8:40:26,24,25,13.38,13,30,
12-11,8:40:27,24,24,13.38,13,30,
12-11,8:40:28,24,24,13.38,13,30,
12-11,8:40:29,24,24,13.38,13,30,
12-11,8:40:30,27,25,13.38,13,30,
12-11,8:40:31,25,25,13.38,13,30,
12-11,8:40:32,29,26,13.39,13,30,
12-11,8:40:33,27,26,13.38,13,30,
12-11,8:40:34,29,27,13.39,13,30,
12-11,8:40:35,25,27,13.38,13,30,
12-11,8:40:36,27,28,13.39,13,30,
12-11,8:40:37,25,27,13.38,13,30,
12-11,8:40:38,29,27,13.38,13,30,
12-11,8:40:39,28,27,13.38,13,30,
12-11,8:40:40,29,28,13.38,13,30,
12-11,8:40:41,28,28,13.38,13,30,
12-11,8:40:42,28,28,13.38,13,30,
12-11,8:40:43,27,28,13.38,13,30,
12-11,8:40:44,30,28,13.38,13,30,
12-11,8:40:45,30,28,13.38,13,30,
12-11,8:40:46,32,29,13.38,13,30,
12-11,8:40:47,29,30,13.38,13,30,
12-11,8:40:48,29,30,13.38,13,30,
12-11,8:40:49,29,30,13.38,13,30,
12-11,8:40:50,28,29,13.38,13,30,
12-11,8:40:51,31,29,13.38,13,30,
12-11,8:40:52,29,29,13.38,13,30,
12-11,8:40:53,32,30,13.38,13,30,
12-11,8:40:54,32,30,13.38,13,30,
12-11,8:40:55,30,31,13.38,13,30,
12-11,8:40:56,32,31,13.38,13,30,
12-11,8:40:57,33,32,13.38,13,30,
12-11,8:40:58,34,32,13.39,13,30,
12-11,8:40:59,32,32,13.38,13,30,
12-11,8:41:0,35,33,13.38,13,30,
12-11,8:41:1,32,33,13.38,13,30,
12-11,8:41:2,31,33,13.38,13,30,
12-11,8:41:3,27,31,13.37,13,30,
12-11,8:41:4,27,30,13.38,13,30,
12-11,8:41:5,27,29,13.37,13,30,
12-11,8:41:6,30,28,13.38,13,30,
12-11,8:41:7,30,28,13.37,13,30,
12-11,8:41:8,33,29,13.38,13,30,
12-11,8:41:9,31,30,13.38,13,30,
12-11,8:41:10,28,30,13.37,13,30,
12-11,8:41:11,28,30,13.37,13,30,
12-11,8:41:12,29,30,13.37,13,30,
12-11,8:41:13,31,30,13.37,13,30,
12-11,8:41:14,34,30,13.37,13,30,
12-11,8:41:15,32,31,13.37,13,30,
12-11,8:41:16,29,31,13.37,13,30,
12-11,8:41:17,28,31,13.37,13,30,
12-11,8:41:18,30,30,13.38,13,30,
12-11,8:41:19,29,29,13.37,13,30,
12-11,8:41:20,32,29,13.37,13,30,
12-11,8:41:21,33,30,13.37,13,30,
12-11,8:41:22,32,31,13.38,13,30,
12-11,8:41:23,31,31,13.37,13,30,
12-11,8:41:24,30,32,13.38,13,30,
12-11,8:41:25,28,31,13.38,13,30,
12-11,8:41:26,28,30,13.38,13,30,
12-11,8:41:27,28,29,13.39,13,30,
12-11,8:41:28,26,28,13.38,13,30,
12-11,8:41:29,26,27,13.38,13,30,
12-11,8:41:30,23,26,13.38,13,30,
12-11,8:41:31,25,26,13.38,13,30,
12-11,8:41:32,25,25,13.38,13,30,
12-11,8:41:33,25,25,13.38,13,30,
12-11,8:41:34,26,25,13.38,13,30,
12-11,8:41:35,26,25,13.39,13,30,
12-11,8:41:36,27,26,13.39,13,30,
12-11,8:41:37,29,27,13.39,13,30,
12-11,8:41:38,29,28,13.39,13,30,
12-11,8:41:39,31,28,13.39,13,30,
12-11,8:41:40,29,29,13.39,13,30,
12-11,8:41:41,24,28,13.39,13,30,
12-11,8:41:42,27,28,13.39,13,30,
12-11,8:41:43,26,27,13.39,13,30,
12-11,8:41:44,29,27,13.38,13,30,
12-11,8:41:45,31,27,13.38,13,30,
12-11,8:41:46,31,29,13.38,13,30,
12-11,8:41:47,33,30,13.38,13,30,
12-11,8:41:48,32,31,13.39,13,30,
12-11,8:41:49,32,32,13.39,13,30,
12-11,8:41:50,33,32,13.39,13,30,
12-11,8:41:51,34,33,13.38,13,30,
12-11,8:41:52,36,33,13.38,13,30,
12-11,8:41:53,37,34,13.38,13,30,
12-11,8:41:54,39,36,13.38,13,30,
12-11,8:41:55,38,37,13.38,13,30,
12-11,8:41:56,40,38,13.37,13,30,
12-11,8:41:57,42,39,13.38,13,30,
12-11,8:41:58,42,40,13.38,13,30,
12-11,8:41:59,45,41,13.38,13,30,
12-11,8:42:0,46,43,13.38,13,30,
12-11,8:42:1,45,44,13.37,13,30,
12-11,8:42:2,48,45,13.37,13,30,
12-11,8:42:3,48,46,13.37,13,30,
12-11,8:42:4,49,47,13.37,13,30,
12-11,8:42:5,48,47,13.37,13,30,
12-11,8:42:6,49,48,13.37,13,30,
12-11,8:42:7,49,49,13.37,13,30,
12-11,8:42:8,49,49,13.36,13,30,
12-11,8:42:9,48,49,13.36,13,30,
12-11,8:42:10,46,48,13.36,13,30,
12-11,8:42:11,50,48,13.36,13,30,
12-11,8:42:12,50,49,13.35,13,30,
12-11,8:42:13,51,49,13.35,13,30,
12-11,8:42:14,54,50,13.35,13,30,
12-11,8:42:15,54,52,13.34,13,30,
12-11,8:42:16,53,52,13.32,13,30,
12-11,8:42:17,54,53,13.32,13,30,
12-11,8:42:18,56,54,13.31,13,30,
12-11,8:42:19,52,54,13.3,13,30,
12-11,8:42:20,50,53,13.29,13,30,
12-11,8:42:21,49,52,13.3,13,30,
12-11,8:42:22,51,52,13.3,13,30,
12-11,8:42:23,49,50,13.3,13,30,
12-11,8:42:24,50,50,13.31,13,30,
12-11,8:42:25,51,50,13.32,13,30,
12-11,8:42:26,54,51,13.33,13,30,
12-11,8:42:27,54,52,13.32,13,30,
12-11,8:42:28,53,52,13.32,13,30,
12-11,8:42:29,53,53,13.31,13,30,
12-11,8:42:30,52,53,13.31,13,30,
12-11,8:42:31,54,53,13.31,13,30,
12-11,8:42:32,52,53,13.31,13,30,
12-11,8:42:33,49,52,13.31,13,30,
12-11,8:42:34,52,52,13.32,13,30,
12-11,8:42:35,52,52,13.32,13,30,
12-11,8:42:36,52,51,13.33,13,30,
12-11,8:42:37,52,51,13.33,13,30,
12-11,8:42:38,53,52,13.34,13,30,
12-11,8:42:39,52,52,13.34,13,30,
12-11,8:42:40,51,52,13.33,13,30,
12-11,8:42:41,51,52,13.31,13,30,
12-11,8:42:42,50,51,13.3,13,30,
12-11,8:42:43,50,51,13.28,13,30,
12-11,8:42:44,48,50,13.27,13,30,
12-11,8:42:45,47,49,13.27,13,30,
12-11,8:42:46,46,48,13.26,13,30,
12-11,8:42:47,46,47,13.27,13,30,
12-11,8:42:48,45,46,13.28,13,30,
12-11,8:42:49,43,45,13.28,13,30,
12-11,8:42:50,43,45,13.29,13,30,
12-11,8:42:51,44,44,13.3,13,30,
12-11,8:42:52,45,44,13.3,13,30,
12-11,8:42:53,47,44,13.3,13,30,
12-11,8:42:54,49,46,13.29,13,30,
12-11,8:42:55,51,47,13.28,13,30,
12-11,8:42:56,53,49,13.29,13,30,
12-11,8:42:57,52,50,13.3,13,30,
12-11,8:42:58,52,51,13.31,13,30,
12-11,8:42:59,53,52,13.32,13,30,
12-11,8:43:0,53,53,13.33,13,30,
12-11,8:43:1,50,52,13.31,13,30,
12-11,8:43:2,48,51,13.3,13,30,
12-11,8:43:3,48,50,13.29,13,30,
12-11,8:43:4,50,50,13.29,13,30,
12-11,8:43:5,51,49,13.28,13,30,
12-11,8:43:6,50,50,13.29,13,30,
12-11,8:43:7,50,50,13.3,13,30,
12-11,8:43:8,53,51,13.29,13,30,
12-11,8:43:9,53,52,13.29,13,30,
12-11,8:43:10,53,52,13.29,13,30,
12-11,8:43:11,51,52,13.29,13,30,
12-11,8:43:12,51,52,13.28,13,30,
12-11,8:43:13,55,53,13.29,13,30,
12-11,8:43:14,53,53,13.29,13,30,
12-11,8:43:15,56,53,13.28,13,30,
12-11,8:43:16,54,54,13.28,13,30,
12-11,8:43:17,52,54,13.28,13,30,
12-11,8:43:18,52,54,13.28,13,30,
12-11,8:43:19,50,53,13.28,13,30,
12-11,8:43:20,49,52,13.29,13,30,
12-11,8:43:21,47,50,13.3,13,30,
12-11,8:43:22,46,49,13.3,13,30,
12-11,8:43:23,43,47,13.31,13,30,
12-11,8:43:24,45,46,13.32,13,30,
12-11,8:43:25,43,45,13.33,13,30,
12-11,8:43:26,39,43,13.34,13,30,
12-11,8:43:27,39,42,13.35,13,30,
12-11,8:43:28,36,41,13.36,13,30,
12-11,8:43:29,37,39,13.37,13,30,
12-11,8:43:30,34,37,13.37,13,30,
12-11,8:43:31,31,36,13.37,13,30,
12-11,8:43:32,30,34,13.37,13,30,
12-11,8:43:33,28,32,13.37,13,30,
12-11,8:43:34,28,30,13.37,13,30,
12-11,8:43:35,28,29,13.37,13,30,
12-11,8:43:36,28,29,13.38,13,30,
12-11,8:43:37,28,28,13.38,13,30,
12-11,8:43:38,27,28,13.38,13,30,
12-11,8:43:39,27,28,13.38,13,30,
12-11,8:43:40,28,28,13.37,13,30,
12-11,8:43:41,28,28,13.37,13,30,
12-11,8:43:42,29,28,13.38,13,30,
12-11,8:43:43,29,28,13.38,13,30,
12-11,8:43:44,29,29,13.39,13,30,
12-11,8:43:45,28,29,13.39,13,30,
12-11,8:43:46,29,29,13.39,13,30,
12-11,8:43:47,26,28,13.38,13,30,
12-11,8:43:48,28,28,13.38,13,30,
12-11,8:43:49,30,28,13.38,13,30,
12-11,8:43:50,29,29,13.38,13,30,
12-11,8:43:51,30,29,13.38,13,30,
12-11,8:43:52,30,29,13.38,13,30,
12-11,8:43:53,28,29,13.38,13,30,
12-11,8:43:54,30,30,13.38,13,30,
12-11,8:43:55,28,29,13.38,13,30,
12-11,8:43:56,29,29,13.38,13,30,
12-11,8:43:57,30,29,13.38,13,30,
12-11,8:43:58,29,29,13.39,13,30,
12-11,8:43:59,30,29,13.38,13,30,
12-11,8:44:0,29,30,13.39,13,30,
12-11,8:44:1,30,30,13.39,13,30,
12-11,8:44:2,25,29,13.38,13,30,
12-11,8:44:3,28,28,13.38,13,30,
12-11,8:44:4,24,27,13.37,13,30,
12-11,8:44:5,26,26,13.37,13,30,
12-11,8:44:6,26,26,13.37,13,30,
12-11,8:44:7,28,26,13.38,13,30,
