SensorID: 5417,
Firmware Version: 1.4.8,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
12-11,9:47:58,47,46,13.34,14,30,
12-11,9:47:59,48,46,13.34,14,30,
12-11,9:48:0,48,47,13.34,14,30,
12-11,9:48:1,45,47,13.33,14,30,
12-11,9:48:2,46,47,13.33,14,30,
12-11,9:48:3,46,47,13.34,14,30,
12-11,9:48:4,47,46,13.34,14,30,
12-11,9:48:5,44,46,13.33,14,30,
12-11,9:48:6,46,46,13.34,14,30,
12-11,9:48:7,48,46,13.34,14,30,
12-11,9:48:8,48,47,13.33,14,30,
12-11,9:48:9,48,47,13.32,14,30,
12-11,9:48:10,50,48,13.33,14,30,
12-11,9:48:11,48,48,13.33,14,30,
12-11,9:48:12,46,48,13.32,14,30,
12-11,9:48:13,46,48,13.33,14,30,
12-11,9:48:14,45,47,13.33,14,30,
12-11,9:48:15,44,46,13.33,14,30,
12-11,9:48:16,46,45,13.34,14,30,
12-11,9:48:17,48,46,13.34,14,30,
12-11,9:48:18,46,46,13.34,14,30,
12-11,9:48:19,45,46,13.34,14,30,
12-11,9:48:20,46,46,13.34,14,30,
12-11,9:48:21,44,46,13.34,14,30,
12-11,9:48:22,43,45,13.33,14,30,
12-11,9:48:23,44,44,13.33,14,30,
12-11,9:48:24,44,44,13.34,14,30,
12-11,9:48:25,44,44,13.34,14,30,
12-11,9:48:26,42,44,13.34,14,30,
12-11,9:48:27,43,44,13.35,14,30,
12-11,9:48:28,44,43,13.35,14,30,
12-11,9:48:29,42,43,13.34,14,30,
12-11,9:48:30,43,43,13.34,14,30,
12-11,9:48:31,43,43,13.34,14,30,
12-11,9:48:32,43,43,13.35,14,30,
12-11,9:48:33,42,42,13.34,14,30,
12-11,9:48:34,45,43,13.35,14,30,
12-11,9:48:35,43,43,13.35,14,30,
12-11,9:48:36,42,43,13.35,14,30,
12-11,9:48:37,42,43,13.34,14,30,
12-11,9:48:38,42,43,13.34,14,30,
12-11,9:48:39,42,42,13.33,14,30,
12-11,9:48:40,44,42,13.34,14,30,
12-11,9:48:41,45,43,13.34,14,30,
12-11,9:48:42,44,43,13.34,14,30,
12-11,9:48:43,44,44,13.35,14,30,
12-11,9:48:44,45,44,13.35,14,30,
12-11,9:48:45,42,44,13.35,14,30,
12-11,9:48:46,43,44,13.34,14,30,
12-11,9:48:47,43,43,13.34,14,30,
12-11,9:48:48,42,43,13.33,14,30,
12-11,9:48:49,42,43,13.33,14,30,
12-11,9:48:50,43,43,13.33,14,30,
12-11,9:48:51,44,43,13.33,14,30,
12-11,9:48:52,44,43,13.34,14,30,
12-11,9:48:53,43,43,13.34,14,30,
12-11,9:48:54,43,44,13.34,14,30,
12-11,9:48:55,42,43,13.34,14,30,
12-11,9:48:56,43,43,13.33,14,30,
12-11,9:48:57,44,43,13.33,14,30,
12-11,9:48:58,43,43,13.33,14,30,
12-11,9:48:59,43,43,13.33,14,30,
12-11,9:49:0,45,44,13.34,14,30,
12-11,9:49:1,43,44,13.33,14,30,
12-11,9:49:2,42,43,13.33,14,30,
12-11,9:49:3,43,43,13.32,14,30,
12-11,9:49:4,43,43,13.33,14,30,
12-11,9:49:5,43,43,13.33,14,30,
12-11,9:49:6,43,43,13.33,14,30,
12-11,9:49:7,42,43,13.34,14,30,
12-11,9:49:8,45,43,13.34,14,30,
12-11,9:49:9,43,43,13.34,14,30,
12-11,9:49:10,42,43,13.34,14,30,
12-11,9:49:11,40,42,13.33,14,30,
12-11,9:49:12,42,43,13.34,14,30,
12-11,9:49:13,39,41,13.33,14,30,
12-11,9:49:14,41,41,13.33,14,30,
12-11,9:49:15,42,41,13.34,14,30,
12-11,9:49:16,41,41,13.34,14,30,
12-11,9:49:17,42,41,13.34,14,30,
12-11,9:49:18,42,42,13.34,14,30,
12-11,9:49:19,40,41,13.34,14,30,
12-11,9:49:20,42,41,13.34,14,30,
12-11,9:49:21,41,41,13.34,14,30,
12-11,9:49:22,41,41,13.34,14,30,
12-11,9:49:23,40,41,13.34,14,30,
12-11,9:49:24,42,41,13.35,14,30,
12-11,9:49:25,42,41,13.35,14,30,
12-11,9:49:26,41,41,13.35,14,30,
12-11,9:49:27,44,42,13.36,14,30,
12-11,9:49:28,41,42,13.36,14,30,
12-11,9:49:29,41,41,13.35,14,30,
12-11,9:49:30,44,42,13.35,14,30,
12-11,9:49:31,44,42,13.35,14,30,
12-11,9:49:32,47,43,13.34,14,30,
12-11,9:49:33,47,44,13.34,14,30,
12-11,9:49:34,46,45,13.35,14,30,
12-11,9:49:35,46,46,13.35,14,30,
12-11,9:49:36,45,46,13.35,14,30,
12-11,9:49:37,45,46,13.35,14,30,
12-11,9:49:38,43,45,13.35,14,30,
12-11,9:49:39,43,44,13.35,14,30,
12-11,9:49:40,45,44,13.34,14,30,
12-11,9:49:41,47,44,13.35,14,30,
12-11,9:49:42,46,45,13.34,14,30,
12-11,9:49:43,44,45,13.33,14,30,
12-11,9:49:44,44,45,13.34,14,30,
12-11,9:49:45,45,45,13.34,14,30,
12-11,9:49:46,47,45,13.33,14,30,
12-11,9:49:47,46,45,13.33,14,30,
12-11,9:49:48,47,46,13.33,14,30,
12-11,9:49:49,49,47,13.33,14,30,
12-11,9:49:50,48,47,13.33,14,30,
12-11,9:49:51,47,47,13.33,14,30,
12-11,9:49:52,47,48,13.33,14,30,
12-11,9:49:53,44,47,13.33,14,30,
12-11,9:49:54,45,46,13.33,14,30,
12-11,9:49:55,46,46,13.34,14,30,
12-11,9:49:56,46,45,13.34,14,30,
12-11,9:49:57,47,45,13.34,14,30,
12-11,9:49:58,46,46,13.34,14,30,
12-11,9:49:59,44,46,13.34,14,30,
12-11,9:50:0,44,45,13.34,14,30,
12-11,9:50:1,44,45,13.35,14,30,
12-11,9:50:2,45,45,13.35,14,30,
12-11,9:50:3,43,44,13.35,14,30,
12-11,9:50:4,47,45,13.35,14,30,
12-11,9:50:5,46,45,13.35,14,30,
12-11,9:50:6,47,45,13.35,14,30,
12-11,9:50:7,51,47,13.35,14,30,
12-11,9:50:8,48,48,13.34,14,30,
12-11,9:50:9,47,48,13.33,14,30,
12-11,9:50:10,44,47,13.33,14,30,
12-11,9:50:11,46,47,13.33,14,30,
12-11,9:50:12,46,46,13.33,14,30,
12-11,9:50:13,44,45,13.34,14,30,
12-11,9:50:14,45,45,13.35,14,30,
12-11,9:50:15,46,45,13.35,14,30,
12-11,9:50:16,46,45,13.35,14,30,
12-11,9:50:17,42,45,13.34,14,30,
12-11,9:50:18,42,44,13.34,14,30,
12-11,9:50:19,42,44,13.33,14,30,
12-11,9:50:20,40,43,13.34,14,30,
12-11,9:50:21,41,42,13.34,14,30,
12-11,9:50:22,42,41,13.35,14,30,
12-11,9:50:23,43,42,13.36,14,30,
12-11,9:50:24,43,42,13.36,14,30,
12-11,9:50:25,43,42,13.36,14,30,
12-11,9:50:26,41,42,13.36,14,30,
12-11,9:50:27,41,42,13.36,14,30,
12-11,9:50:28,41,42,13.35,14,30,
12-11,9:50:29,40,41,13.35,14,30,
12-11,9:50:30,41,41,13.34,14,30,
12-11,9:50:31,43,41,13.34,14,30,
12-11,9:50:32,42,41,13.35,14,30,
12-11,9:50:33,39,41,13.34,14,30,
12-11,9:50:34,41,41,13.35,14,30,
12-11,9:50:35,42,41,13.36,14,30,
12-11,9:50:36,42,41,13.35,14,30,
12-11,9:50:37,43,41,13.35,14,30,
12-11,9:50:38,43,42,13.35,14,30,
12-11,9:50:39,42,42,13.34,14,30,
12-11,9:50:40,41,42,13.34,14,30,
12-11,9:50:41,41,42,13.34,14,30,
12-11,9:50:42,41,42,13.35,14,30,
12-11,9:50:43,42,41,13.35,14,30,
12-11,9:50:44,43,42,13.35,14,30,
12-11,9:50:45,44,42,13.35,14,30,
12-11,9:50:46,43,43,13.34,14,30,
12-11,9:50:47,42,43,13.34,14,30,
12-11,9:50:48,43,43,13.34,14,30,
12-11,9:50:49,42,43,13.34,14,30,
12-11,9:50:50,43,43,13.35,14,30,
12-11,9:50:51,42,42,13.35,14,30,
12-11,9:50:52,43,43,13.35,14,30,
12-11,9:50:53,44,43,13.35,14,30,
12-11,9:50:54,41,43,13.35,14,30,
12-11,9:50:55,42,42,13.35,14,30,
12-11,9:50:56,43,43,13.35,14,30,
12-11,9:50:57,43,43,13.35,14,30,
12-11,9:50:58,41,42,13.34,14,30,
12-11,9:50:59,42,42,13.35,14,30,
12-11,9:51:0,44,43,13.35,14,30,
12-11,9:51:1,44,43,13.35,14,30,
12-11,9:51:2,45,43,13.35,14,30,
12-11,9:51:3,43,44,13.34,14,30,
12-11,9:51:4,46,44,13.34,14,30,
12-11,9:51:5,46,45,13.33,14,30,
12-11,9:51:6,45,45,13.32,14,30,
12-11,9:51:7,46,45,13.32,14,30,
12-11,9:51:8,46,46,13.33,14,30,
12-11,9:51:9,45,45,13.32,14,30,
12-11,9:51:10,46,45,13.32,14,30,
12-11,9:51:11,45,46,13.32,14,30,
12-11,9:51:12,44,45,13.32,14,30,
12-11,9:51:13,46,45,13.32,14,30,
12-11,9:51:14,45,45,13.33,14,30,
12-11,9:51:15,44,45,13.33,14,30,
12-11,9:51:16,46,45,13.34,14,30,
12-11,9:51:17,46,45,13.34,14,30,
12-11,9:51:18,44,45,13.34,14,30,
12-11,9:51:19,46,45,13.34,14,30,
12-11,9:51:20,45,46,13.35,14,30,
12-11,9:51:21,43,45,13.34,14,30,
12-11,9:51:22,45,45,13.34,14,30,
12-11,9:51:23,44,45,13.34,14,30,
12-11,9:51:24,43,44,13.34,14,30,
12-11,9:51:25,43,44,13.34,14,30,
12-11,9:51:26,44,44,13.34,14,30,
12-11,9:51:27,43,43,13.34,14,30,
12-11,9:51:28,44,43,13.34,14,30,
12-11,9:51:29,44,44,13.35,14,30,
12-11,9:51:30,43,44,13.35,14,30,
12-11,9:51:31,43,44,13.35,14,30,
12-11,9:51:32,43,44,13.36,14,30,
12-11,9:51:33,43,44,13.36,14,30,
12-11,9:51:34,43,43,13.36,14,30,
12-11,9:51:35,42,43,13.36,14,30,
12-11,9:51:36,41,42,13.36,14,30,
12-11,9:51:37,41,42,13.35,14,30,
12-11,9:51:38,42,42,13.35,14,30,
12-11,9:51:39,42,42,13.35,14,30,
12-11,9:51:40,40,41,13.35,14,30,
12-11,9:51:41,44,42,13.35,14,30,
12-11,9:51:42,43,42,13.35,14,30,
12-11,9:51:43,44,43,13.35,14,30,
12-11,9:51:44,44,43,13.35,14,30,
12-11,9:51:45,45,44,13.35,14,30,
12-11,9:51:46,43,44,13.34,14,30,
12-11,9:51:47,43,44,13.34,14,30,
12-11,9:51:48,44,44,13.34,14,30,
12-11,9:51:49,45,44,13.35,14,30,
12-11,9:51:50,44,44,13.34,14,30,
12-11,9:51:51,44,44,13.35,14,30,
12-11,9:51:52,46,45,13.35,14,30,
12-11,9:51:53,46,45,13.35,14,30,
12-11,9:51:54,45,45,13.35,14,30,
12-11,9:51:55,44,45,13.35,14,30,
12-11,9:51:56,43,45,13.35,14,30,
12-11,9:51:57,44,44,13.34,14,30,
12-11,9:51:58,45,44,13.34,14,30,
12-11,9:51:59,44,44,13.34,14,30,
12-11,9:52:0,44,44,13.34,14,30,
12-11,9:52:1,44,44,13.34,14,30,
12-11,9:52:2,47,45,13.34,14,30,
12-11,9:52:3,47,45,13.34,14,30,
12-11,9:52:4,47,46,13.34,14,30,
12-11,9:52:5,46,46,13.34,14,30,
12-11,9:52:6,45,46,13.34,14,30,
12-11,9:52:7,46,46,13.35,14,30,
12-11,9:52:8,45,46,13.35,14,30,
12-11,9:52:9,45,46,13.35,14,30,
12-11,9:52:10,46,46,13.35,14,30,
12-11,9:52:11,48,46,13.35,14,30,
12-11,9:52:12,47,46,13.35,14,30,
12-11,9:52:13,48,47,13.34,14,30,
12-11,9:52:14,49,48,13.34,14,30,
12-11,9:52:15,48,48,13.34,14,30,
12-11,9:52:16,48,48,13.34,14,30,
12-11,9:52:17,47,48,13.33,14,30,
12-11,9:52:18,47,48,13.33,14,30,
12-11,9:52:19,48,48,13.33,14,30,
12-11,9:52:20,50,48,13.33,14,30,
12-11,9:52:21,51,48,13.33,14,30,
12-11,9:52:22,52,49,13.33,14,30,
12-11,9:52:23,51,50,13.32,14,30,
12-11,9:52:24,51,51,13.32,14,30,
12-11,9:52:25,51,51,13.32,14,30,
12-11,9:52:26,50,51,13.32,14,30,
12-11,9:52:27,51,51,13.33,14,30,
12-11,9:52:28,51,51,13.34,14,30,
12-11,9:52:29,51,51,13.34,14,30,
12-11,9:52:30,51,51,13.34,14,30,
12-11,9:52:31,51,51,13.34,14,30,
12-11,9:52:32,54,52,13.34,14,30,
12-11,9:52:33,53,52,13.34,14,30,
12-11,9:52:34,52,52,13.34,14,30,
12-11,9:52:35,51,52,13.34,14,30,
12-11,9:52:36,52,53,13.34,14,30,
12-11,9:52:37,52,52,13.33,14,30,
12-11,9:52:38,52,52,13.32,14,30,
12-11,9:52:39,51,52,13.32,14,30,
12-11,9:52:40,51,52,13.32,14,30,
12-11,9:52:41,52,52,13.32,14,30,
12-11,9:52:42,52,52,13.32,14,30,
12-11,9:52:43,52,52,13.32,14,30,
12-11,9:52:44,54,52,13.32,14,30,
12-11,9:52:45,54,53,13.32,14,30,
12-11,9:52:46,52,53,13.31,14,30,
12-11,9:52:47,52,53,13.31,14,30,
12-11,9:52:48,53,53,13.31,14,30,
12-11,9:52:49,48,52,13.31,14,30,
12-11,9:52:50,48,50,13.31,14,30,
12-11,9:52:51,49,50,13.32,14,30,
12-11,9:52:52,49,49,13.33,14,30,
12-11,9:52:53,47,48,13.33,14,30,
12-11,9:52:54,48,48,13.33,14,30,
12-11,9:52:55,48,48,13.33,14,30,
12-11,9:52:56,46,48,13.33,14,30,
12-11,9:52:57,44,47,13.33,14,30,
12-11,9:52:58,44,46,13.33,14,30,
12-11,9:52:59,46,46,13.34,14,30,
12-11,9:53:0,46,45,13.35,14,30,
12-11,9:53:1,45,45,13.35,14,30,
12-11,9:53:2,47,46,13.36,14,30,
12-11,9:53:3,47,46,13.35,14,30,
12-11,9:53:4,44,46,13.34,14,30,
12-11,9:53:5,44,45,13.34,14,30,
12-11,9:53:6,45,45,13.35,14,30,
12-11,9:53:7,45,45,13.35,14,30,
12-11,9:53:8,44,44,13.35,14,30,
12-11,9:53:9,43,44,13.35,14,30,
12-11,9:53:10,44,44,13.36,14,30,
12-11,9:53:11,42,44,13.36,14,30,
12-11,9:53:12,43,43,13.36,14,30,
12-11,9:53:13,42,43,13.35,14,30,
12-11,9:53:14,44,43,13.35,14,30,
12-11,9:53:15,43,43,13.34,14,30,
12-11,9:53:16,44,43,13.35,14,30,
12-11,9:53:17,42,43,13.34,14,30,
12-11,9:53:18,43,43,13.34,14,30,
12-11,9:53:19,41,43,13.34,14,30,
12-11,9:53:20,42,42,13.34,14,30,
12-11,9:53:21,41,42,13.34,14,30,
12-11,9:53:22,42,42,13.34,14,30,
12-11,9:53:23,43,42,13.35,14,30,
12-11,9:53:24,42,42,13.35,14,30,
12-11,9:53:25,40,42,13.35,14,30,
12-11,9:53:26,43,42,13.35,14,30,
12-11,9:53:27,41,42,13.35,14,30,
12-11,9:53:28,42,42,13.35,14,30,
12-11,9:53:29,43,42,13.35,14,30,
12-11,9:53:30,42,42,13.35,14,30,
12-11,9:53:31,44,43,13.35,14,30,
12-11,9:53:32,45,43,13.36,14,30,
12-11,9:53:33,44,44,13.35,14,30,
12-11,9:53:34,44,44,13.34,14,30,
12-11,9:53:35,46,45,13.34,14,30,
12-11,9:53:36,46,45,13.34,14,30,
12-11,9:53:37,47,45,13.34,14,30,
12-11,9:53:38,45,45,13.34,14,30,
12-11,9:53:39,46,46,13.35,14,30,
12-11,9:53:40,47,46,13.35,14,30,
12-11,9:53:41,46,46,13.34,14,30,
12-11,9:53:42,48,46,13.34,14,30,
12-11,9:53:43,47,47,13.34,14,30,
12-11,9:53:44,46,47,13.33,14,30,
12-11,9:53:45,46,47,13.32,14,30,
12-11,9:53:46,46,47,13.32,14,30,
12-11,9:53:47,46,46,13.33,14,30,
12-11,9:53:48,47,46,13.33,14,30,
12-11,9:53:49,48,46,13.33,14,30,
12-11,9:53:50,47,47,13.33,14,30,
12-11,9:53:51,48,47,13.33,14,30,
12-11,9:53:52,47,47,13.33,14,30,
12-11,9:53:53,45,47,13.33,14,30,
12-11,9:53:54,46,46,13.33,14,30,
12-11,9:53:55,44,46,13.33,14,30,
12-11,9:53:56,44,45,13.33,14,30,
12-11,9:53:57,45,45,13.34,14,30,
12-11,9:53:58,44,45,13.34,14,30,
12-11,9:53:59,44,44,13.34,14,30,
12-11,9:54:0,45,45,13.34,14,30,
12-11,9:54:1,46,45,13.34,14,30,
12-11,9:54:2,44,44,13.34,14,30,
12-11,9:54:3,44,45,13.34,14,30,
12-11,9:54:4,44,45,13.34,14,30,
12-11,9:54:5,43,44,13.33,14,30,
12-11,9:54:6,44,44,13.33,14,30,
12-11,9:54:7,43,44,13.34,14,30,
12-11,9:54:8,43,43,13.34,14,30,
12-11,9:54:9,42,43,13.34,14,30,
12-11,9:54:10,44,43,13.34,14,30,
12-11,9:54:11,44,43,13.34,14,30,
12-11,9:54:12,43,43,13.33,14,30,
12-11,9:54:13,44,43,13.33,14,30,
12-11,9:54:14,43,44,13.33,14,30,
12-11,9:54:15,42,43,13.33,14,30,
12-11,9:54:16,43,43,13.33,14,30,
12-11,9:54:17,42,43,13.33,14,30,
12-11,9:54:18,42,42,13.33,14,30,
12-11,9:54:19,43,42,13.34,14,30,
12-11,9:54:20,42,42,13.34,14,30,
12-11,9:54:21,43,42,13.34,14,30,
12-11,9:54:22,44,43,13.34,14,30,
12-11,9:54:23,43,43,13.33,14,30,
12-11,9:54:24,44,43,13.34,14,30,
12-11,9:54:25,42,43,13.33,14,30,
12-11,9:54:26,42,43,13.33,14,30,
12-11,9:54:27,43,43,13.33,14,30,
12-11,9:54:28,43,43,13.33,14,30,
12-11,9:54:29,43,43,13.33,14,30,
12-11,9:54:30,45,43,13.34,14,30,
12-11,9:54:31,45,44,13.34,14,30,
12-11,9:54:32,44,44,13.34,14,30,
12-11,9:54:33,44,44,13.34,14,30,
12-11,9:54:34,45,45,13.34,14,30,
12-11,9:54:35,44,44,13.33,14,30,
12-11,9:54:36,44,44,13.33,14,30,
12-11,9:54:37,46,45,13.33,14,30,
12-11,9:54:38,47,45,13.34,14,30,
12-11,9:54:39,45,45,13.34,14,30,
12-11,9:54:40,46,45,13.34,14,30,
12-11,9:54:41,46,46,13.34,14,30,
12-11,9:54:42,44,46,13.34,14,30,
12-11,9:54:43,45,45,13.33,14,30,
12-11,9:54:44,45,45,13.34,14,30,
12-11,9:54:45,44,45,13.34,14,30,
12-11,9:54:46,44,44,13.34,14,30,
12-11,9:54:47,46,45,13.34,14,30,
12-11,9:54:48,45,45,13.34,14,30,
12-11,9:54:49,43,44,13.33,14,30,
12-11,9:54:50,44,44,13.33,14,30,
12-11,9:54:51,44,44,13.33,14,30,
12-11,9:54:52,43,44,13.33,14,30,
12-11,9:54:53,43,44,13.34,14,30,
12-11,9:54:54,43,44,13.34,14,30,
12-11,9:54:55,43,43,13.35,14,30,
12-11,9:54:56,43,43,13.35,14,30,
12-11,9:54:57,44,43,13.35,14,30,
12-11,9:54:58,42,43,13.35,14,30,
12-11,9:54:59,42,43,13.35,14,30,
12-11,9:55:0,41,42,13.35,14,30,
12-11,9:55:1,43,42,13.35,14,30,
12-11,9:55:2,44,42,13.34,14,30,
12-11,9:55:3,43,42,13.35,14,30,
12-11,9:55:4,44,43,13.35,14,30,
12-11,9:55:5,43,43,13.35,14,30,
12-11,9:55:6,44,44,13.36,14,30,
12-11,9:55:7,42,43,13.36,14,30,
12-11,9:55:8,44,43,13.36,14,30,
12-11,9:55:9,43,43,13.35,14,30,
12-11,9:55:10,44,43,13.35,14,30,
12-11,9:55:11,44,43,13.35,14,30,
12-11,9:55:12,45,44,13.35,14,30,
12-11,9:55:13,47,45,13.35,14,30,
12-11,9:55:14,47,45,13.35,14,30,
12-11,9:55:15,48,46,13.35,14,30,
12-11,9:55:16,48,47,13.35,14,30,
12-11,9:55:17,47,47,13.34,14,30,
12-11,9:55:18,48,48,13.34,14,30,
12-11,9:55:19,48,48,13.33,14,30,
12-11,9:55:20,49,48,13.33,14,30,
12-11,9:55:21,48,48,13.33,14,30,
12-11,9:55:22,50,48,13.34,14,30,
12-11,9:55:23,50,49,13.34,14,30,
12-11,9:55:24,49,49,13.34,14,30,
12-11,9:55:25,50,49,13.34,14,30,
12-11,9:55:26,50,50,13.34,14,30,
12-11,9:55:27,51,50,13.34,14,30,
12-11,9:55:28,49,50,13.33,14,30,
12-11,9:55:29,51,50,13.33,14,30,
12-11,9:55:30,48,50,13.33,14,30,
12-11,9:55:31,50,50,13.33,14,30,
12-11,9:55:32,49,49,13.34,14,30,
12-11,9:55:33,50,50,13.34,14,30,
12-11,9:55:34,48,49,13.33,14,30,
12-11,9:55:35,49,49,13.33,14,30,
12-11,9:55:36,49,49,13.33,14,30,
12-11,9:55:37,50,49,13.32,14,30,
12-11,9:55:38,51,49,13.32,14,30,
12-11,9:55:39,51,50,13.32,14,30,
12-11,9:55:40,50,50,13.32,14,30,
12-11,9:55:41,51,51,13.33,14,30,
12-11,9:55:42,50,50,13.33,14,30,
12-11,9:55:43,47,50,13.32,14,30,
12-11,9:55:44,47,49,13.32,14,30,
12-11,9:55:45,47,48,13.33,14,30,
12-11,9:55:46,47,48,13.32,14,30,
12-11,9:55:47,50,48,13.33,14,30,
12-11,9:55:48,50,48,13.33,14,30,
12-11,9:55:49,51,49,13.33,14,30,
12-11,9:55:50,48,50,13.32,14,30,
12-11,9:55:51,46,49,13.33,14,30,
12-11,9:55:52,47,49,13.32,14,30,
12-11,9:55:53,46,48,13.33,14,30,
12-11,9:55:54,43,46,13.33,14,30,
12-11,9:55:55,45,45,13.34,14,30,
12-11,9:55:56,48,46,13.34,14,30,
12-11,9:55:57,47,46,13.34,14,30,
12-11,9:55:58,46,46,13.34,14,30,
12-11,9:55:59,46,46,13.34,14,30,
12-11,9:56:0,43,46,13.33,14,30,
12-11,9:56:1,40,44,13.32,14,30,
12-11,9:56:2,42,43,13.33,14,30,
12-11,9:56:3,41,42,13.34,14,30,
12-11,9:56:4,42,42,13.34,14,30,
12-11,9:56:5,43,42,13.34,14,30,
12-11,9:56:6,44,42,13.35,14,30,
12-11,9:56:7,41,42,13.34,14,30,
12-11,9:56:8,43,43,13.34,14,30,
12-11,9:56:9,42,43,13.34,14,30,
12-11,9:56:10,42,42,13.34,14,30,
12-11,9:56:11,43,42,13.34,14,30,
12-11,9:56:12,44,43,13.35,14,30,
12-11,9:56:13,42,43,13.35,14,30,
12-11,9:56:14,42,43,13.34,14,30,
12-11,9:56:15,42,42,13.34,14,30,
12-11,9:56:16,41,42,13.34,14,30,
12-11,9:56:17,40,41,13.34,14,30,
12-11,9:56:18,41,41,13.34,14,30,
12-11,9:56:19,42,41,13.35,14,30,
12-11,9:56:20,41,41,13.35,14,30,
12-11,9:56:21,42,41,13.35,14,30,
12-11,9:56:22,42,42,13.35,14,30,
12-11,9:56:23,40,41,13.35,14,30,
12-11,9:56:24,41,41,13.35,14,30,
12-11,9:56:25,43,42,13.35,14,30,
12-11,9:56:26,43,42,13.35,14,30,
12-11,9:56:27,42,42,13.35,14,30,
12-11,9:56:28,44,43,13.35,14,30,
12-11,9:56:29,44,43,13.34,14,30,
12-11,9:56:30,44,43,13.34,14,30,
12-11,9:56:31,42,43,13.34,14,30,
12-11,9:56:32,43,43,13.35,14,30,
12-11,9:56:33,41,43,13.35,14,30,
12-11,9:56:34,42,42,13.35,14,30,
12-11,9:56:35,44,42,13.35,14,30,
12-11,9:56:36,44,43,13.35,14,30,
12-11,9:56:37,46,44,13.35,14,30,
12-11,9:56:38,46,44,13.36,14,30,
12-11,9:56:39,45,45,13.35,14,30,
12-11,9:56:40,44,45,13.35,14,30,
12-11,9:56:41,44,45,13.35,14,30,
12-11,9:56:42,46,45,13.35,14,30,
12-11,9:56:43,45,45,13.35,14,30,
12-11,9:56:44,46,45,13.34,14,30,
12-11,9:56:45,44,45,13.34,14,30,
12-11,9:56:46,45,45,13.34,14,30,
12-11,9:56:47,46,45,13.34,14,30,
12-11,9:56:48,44,45,13.33,14,30,
12-11,9:56:49,45,45,13.33,14,30,
12-11,9:56:50,45,45,13.34,14,30,
12-11,9:56:51,45,45,13.34,14,30,
12-11,9:56:52,43,44,13.34,14,30,
12-11,9:56:53,45,45,13.34,14,30,
12-11,9:56:54,46,45,13.34,14,30,
12-11,9:56:55,44,45,13.34,14,30,
12-11,9:56:56,46,45,13.34,14,30,
12-11,9:56:57,45,45,13.34,14,30,
12-11,9:56:58,44,45,13.34,14,30,
12-11,9:56:59,44,45,13.34,14,30,
12-11,9:57:0,45,45,13.34,14,30,
12-11,9:57:1,44,44,13.34,14,30,
12-11,9:57:2,43,44,13.34,14,30,
12-11,9:57:3,44,44,13.33,14,30,
12-11,9:57:4,45,44,13.33,14,30,
12-11,9:57:5,43,44,13.33,14,30,
12-11,9:57:6,43,44,13.33,14,30,
12-11,9:57:7,44,44,13.33,14,30,
12-11,9:57:8,44,44,13.33,14,30,
12-11,9:57:9,43,43,13.33,14,30,
12-11,9:57:10,43,43,13.34,14,30,
12-11,9:57:11,45,44,13.35,14,30,
12-11,9:57:12,44,44,13.35,14,30,
12-11,9:57:13,41,43,13.34,14,30,
12-11,9:57:14,43,43,13.34,14,30,
12-11,9:57:15,42,43,13.34,14,30,
12-11,9:57:16,44,43,13.34,14,30,
12-11,9:57:17,43,43,13.34,14,30,
12-11,9:57:18,43,43,13.35,14,30,
12-11,9:57:19,43,43,13.35,14,30,
12-11,9:57:20,45,43,13.34,14,30,
12-11,9:57:21,44,43,13.34,14,30,
12-11,9:57:22,43,44,13.34,14,30,
12-11,9:57:23,44,44,13.34,14,30,
12-11,9:57:24,43,44,13.34,14,30,
12-11,9:57:25,43,43,13.34,14,30,
12-11,9:57:26,43,43,13.34,14,30,
12-11,9:57:27,45,44,13.35,14,30,
12-11,9:57:28,45,44,13.35,14,30,
12-11,9:57:29,45,44,13.35,14,30,
12-11,9:57:30,48,45,13.35,14,30,
12-11,9:57:31,47,46,13.35,14,30,
12-11,9:57:32,46,46,13.35,14,30,
12-11,9:57:33,43,46,13.34,14,30,
12-11,9:57:34,43,45,13.35,14,30,
12-11,9:57:35,42,44,13.35,14,30,
12-11,9:57:36,43,43,13.36,14,30,
12-11,9:57:37,45,43,13.36,14,30,
12-11,9:57:38,45,43,13.36,14,30,
12-11,9:57:39,47,44,13.36,14,30,
12-11,9:57:40,45,45,13.35,14,30,
12-11,9:57:41,46,46,13.34,14,30,
12-11,9:57:42,45,46,13.34,14,30,
12-11,9:57:43,45,46,13.34,14,30,
12-11,9:57:44,45,45,13.34,14,30,
12-11,9:57:45,46,45,13.34,14,30,
12-11,9:57:46,46,45,13.34,14,30,
12-11,9:57:47,49,46,13.35,14,30,
12-11,9:57:48,48,47,13.34,14,30,
12-11,9:57:49,48,47,13.35,14,30,
12-11,9:57:50,47,48,13.35,14,30,
12-11,9:57:51,47,48,13.35,14,30,
12-11,9:57:52,50,48,13.35,14,30,
12-11,9:57:53,49,48,13.35,14,30,
12-11,9:57:54,51,49,13.35,14,30,
12-11,9:57:55,50,49,13.33,14,30,
12-11,9:57:56,52,50,13.33,14,30,
12-11,9:57:57,51,51,13.32,14,30,
12-11,9:57:58,51,51,13.32,14,30,
12-11,9:57:59,49,51,13.31,14,30,
12-11,9:58:0,51,51,13.32,14,30,
12-11,9:58:1,48,50,13.33,14,30,
12-11,9:58:2,50,50,13.33,14,30,
